id,l1loss,ssim,psnr,lpips
objaverse0102f0c0bc0d455682d9b19800cc6c9d.png,0.04289314150810242,0.8306453824043274,16.495996830405797,0.17246775329113007
objaverse0182cc787710400083bbbe34a435c199.png,0.031804364174604416,0.8521542549133301,17.51386086259822,0.10637792944908142
objaverse021e75851ffb4e39927ddf47228df7ac.png,0.013384450227022171,0.9397994875907898,22.848349354368032,0.028176939114928246
objaverse0224474ef8bf4cf09c01da5800d5df49.png,0.07592950016260147,0.7312114238739014,12.983523547057011,0.17173628509044647
objaverse0251e84376e04ab7b9ef02f034cac3f0.png,0.058455828577280045,0.8311368823051453,12.831910108124484,0.26907283067703247
objaverse0312364fb3bf4625ac611fa7061d1e63.png,0.013032443821430206,0.948975145816803,20.965059787901094,0.02576492913067341
objaverse03a636ce97e14b76b16fdd83e782eabc.png,0.022413121536374092,0.9204196929931641,19.007389072892654,0.05555277690291405
objaverse042c2de46a0f4d8c941c68be25e94f4c.png,0.014636289328336716,0.9345566630363464,21.742811382698683,0.02830224484205246
objaverse05581a01c59b41b68aaf0daaca7a61b6.png,0.01080270204693079,0.9464104771614075,25.109220090381047,0.024206629022955894
objaverse06bc9337e21948d3b210567ba2950db6.png,0.013869202695786953,0.9442176818847656,21.11682173582096,0.02752656303346157
objaverse07ea3f4f69944fc0a6e47cd46860c2f5.png,0.0788605585694313,0.8141215443611145,11.95049763312339,0.17645999789237976
objaverse09324ccd91c741208430f127ffbfdfc3.png,0.30376067757606506,0.6006038188934326,6.066753129085586,0.4320899546146393
objaverse0b72950173424b36aa73e07b94cfd0c5.png,0.12330888956785202,0.6938059329986572,10.072750307665856,0.2519901394844055
objaverse0bc439594a6a49549fe3957a9355adf5.png,0.3099822700023651,0.5757437348365784,5.211823825586866,0.40195244550704956
objaverse0c2b966185c5484fa5aa5a5a7099e146.png,0.06129653751850128,0.8147440552711487,13.50020563621401,0.12891042232513428
objaverse0caad767107944f49a8e465f12264301.png,0.0058069960214197636,0.9737195372581482,25.96115835038085,0.017806027084589005
objaverse0d3ce81a78a44555af05bedf7082c5a1.png,0.06759052723646164,0.7399515509605408,14.691855512110845,0.12064734846353531
objaverse0dacac11742f4b939f338fb71fcf332f.png,0.4049903154373169,0.4726735055446625,5.248610068597818,0.5437756776809692
objaverse0e78e4fc7b444bd5a882b68bfef8b8c9.png,0.21093153953552246,0.6487590074539185,7.36752969601017,0.27923548221588135
objaverse0eb20db290d74b388d2a4dce3d12e1bf.png,0.04570557549595833,0.7523255348205566,18.94096402017947,0.13155972957611084
objaverse1531d8153be7409cae822f5bdc8dda39.png,0.026253333315253258,0.8934359550476074,18.902839455338764,0.057000987231731415
objaverse16430b15d19e4937bea484b435c1ba10.png,0.027830595150589943,0.8474118709564209,21.79274722861254,0.058991070836782455
objaverse16fcefd2ccb34e239a95b24934801c16.png,0.22149617969989777,0.6256245970726013,7.624227981974014,0.43534380197525024
objaverse1703672ed68f417698ea017af3066d61.png,0.36757728457450867,0.4167231321334839,5.001956653417357,0.4665229022502899
objaverse18d7d6cbfc1144819df78f2c18d1bcd2.png,0.12696494162082672,0.7000046372413635,10.428652434316103,0.2167396992444992
objaverse1abbc80c12c04c9ba057d6a6cb0f28a7.png,0.03138914331793785,0.8750295639038086,16.35408296744817,0.06682030111551285
objaverse1d5d77ca71dd4e1c8043f848aa2c7160.png,0.012399110943078995,0.9455220103263855,22.379193708204234,0.02989022433757782
objaverse1df4673cc5e64d3e997db18b5e8f2c34.png,0.060726504772901535,0.892732560634613,20.265182218982343,0.06642869114875793
objaverse1e20f98b723949a1adc60ec3d7a5eec8.png,0.00856193620711565,0.9703621864318848,23.753988130197968,0.01813029870390892
objaverse1ed05d204397486cabee50295747693d.png,0.027567727491259575,0.9261396527290344,18.91205854244838,0.0518048033118248
objaverse1ef53a3d72af4dc9a4d8097a37fe8d7a.png,0.16558194160461426,0.7503938674926758,8.248599908684312,0.31532037258148193
objaverse1fa91f0fdf594070a141948672b0c1c7.png,0.009403620846569538,0.9644212126731873,22.855062666522755,0.02114315703511238
objaverse20f18df068a84a2b81db38c20bde043c.png,0.0218711718916893,0.9081791043281555,20.16837499139216,0.047173406928777695
objaverse219a0bb1f5ea4c1ead64ffd0203f0df1.png,0.016178464516997337,0.9454365372657776,19.887070496650928,0.03620169311761856
objaverse21b092c7ba22411f960737c8b65b588c.png,0.008251035585999489,0.9606792330741882,28.641118498879194,0.021672211587429047
objaverse243fea4f846f44d18d37bf371272b7ec.png,0.03298668935894966,0.861718475818634,18.048208157522136,0.10106923431158066
objaverse257ff01ae95746bb95b4e0b9517e4ab5.png,0.03618630766868591,0.8511716723442078,16.176557919340357,0.10500425845384598
objaverse26c32db6213e43a995b45c0874fb3b7b.png,0.016167672351002693,0.9384052753448486,20.906464883079817,0.0333121158182621
objaverse2d7655d3ff634dc1a64c3db94e5d674d.png,0.07936098426580429,0.7979947924613953,12.098123538205716,0.18742735683918
objaverse2dfb320b225147cb804d527930d0bfa0.png,0.023680826649069786,0.8544673919677734,19.400687033446623,0.07447822391986847
objaverse2fc6b929358546f0af074db496feb568.png,0.015165799297392368,0.936687707901001,21.619223527598116,0.031005697324872017
objaverse30dd6f82c1ae40cd876dbc7e3b57bc01.png,0.05518462136387825,0.8449017405509949,14.556110886307357,0.10532189905643463
objaverse371b821b61cb45cdbe680dc3262a28ac.png,0.03153417631983757,0.8736138343811035,17.475394160312796,0.06551870703697205
objaverse37a9377e059d4180a69059c591c6cfd5.png,0.08667338639497757,0.7455988526344299,11.96953996303268,0.18873071670532227
objaverse3954a4260eff489798a9b8a19e3b836a.png,0.01110947597771883,0.9473929405212402,24.59153625766148,0.01739117130637169
objaverse3bb2b0e202b5427387326b501901a722.png,0.038039978593587875,0.881304919719696,16.404806842134178,0.08305547386407852
objaverse3f11883f300842878e46b22fce554e81.png,0.03163837641477585,0.9022254347801208,16.233362747001088,0.06741993129253387
objaverse3f28f6fbcdd44dada49a60622ad8323b.png,0.009678022004663944,0.9459438323974609,27.922009308630102,0.035386595875024796
objaverse414764049b3140508929bb61bfc8d56f.png,0.028569743037223816,0.8806097507476807,17.35228384770914,0.050649259239435196
objaverse417f6ff2d90043a7ab061d560801be93.png,0.04884845018386841,0.830282986164093,14.862655826661307,0.11918260157108307
objaverse422afe60d9704ab982fa43e5b33f87e3.png,0.06049158796668053,0.7373557686805725,16.041471765748987,0.14917413890361786
objaverse44b3b93ac0ce4d029b3a30025e9045e5.png,0.03321722522377968,0.8495051860809326,17.42536944787338,0.08178287744522095
objaverse46c9ae2269834426808fd4343de197c2.png,0.04068855196237564,0.7742697596549988,15.821213126323707,0.07594070583581924
objaverse49516d671aa1454b8c25e9c2e69fa3fa.png,0.04144127294421196,0.8705182671546936,16.719411391020575,0.0686882883310318
objaverse49602b7ffd434a4a8d041f0f9ec0da19.png,0.0045509482733905315,0.9817929863929749,26.691569271061056,0.01338384859263897
objaverse4a109903cbd34bef9d48e427a2d4da78.png,0.17040884494781494,0.7093737721443176,8.007227618870608,0.2573341727256775
objaverse4ba0bd45f4e24c2b84d1b745852b3265.png,0.05022300407290459,0.8693663477897644,14.955537393071845,0.09827001392841339
objaverse4e8b14320253433ca5a063fce413b33a.png,0.27955517172813416,0.6118288636207581,6.06935964222915,0.3643873631954193
objaverse4ef360d162794561af337797008ffbf7.png,0.03945493698120117,0.8120670318603516,18.61796757348248,0.09172341972589493
objaverse52abc7b162404564a8cbda2bd0b60158.png,0.0550236701965332,0.7827627658843994,16.721747590437843,0.12963691353797913
objaverse54123182dd8e4073b5a5c214a9cd73e8.png,0.24602645635604858,0.5932002067565918,6.844306579696882,0.39852696657180786
objaverse548bb6c667f44fccba5aed1603298aac.png,0.026289477944374084,0.8864266872406006,18.56309672568669,0.045919857919216156
objaverse55254093f8b6487b82be760afb71e1d1.png,0.03418543562293053,0.8576383590698242,18.66859448618702,0.09101326018571854
objaverse55dd4041a0f14fbaa7a54e86990291a3.png,0.0013298284029588103,0.9922020435333252,33.489043143627384,0.010899997316300869
objaverse573b5ae78c374154b51ac8960db87bb7.png,0.0215409267693758,0.9208292961120605,18.266051302171938,0.0565989650785923
